 NF , LCD , NucleusArea , CellArea , percentProtrusion , protrusion_extent ,NucIntegratedH,logNucbyRing488 (Yap)
1,69.3481,416,1445,0,0,102094.72,0.0549816
1,57.4713,408,2035,2.457,0.0777202,102727.056,-0.0344128
0.952381,31.6056,465,3098,7.61782,0.257282,124583.73,0.214666
0.733766,39.1543,378,1518,10.5402,0.323529,88250.526,-0.0468237
1,30.3582,660,1275,0,0,111516.24,0.221978
0.413408,25.1383,274,1945,7.09512,0.0724638,41212.066,0.341709
1,80.1282,305,1617,0,0,103599.35,-0.176173
1,64.7668,348,1832,0,0.0432099,93874.74,-0.0369045
0.585938,24.8571,348,2454,8.96496,0.309278,83101.704,0.388894
1,67.2495,324,1648,0,0,96609.024,-0.0272659
0.884615,39.2619,458,2535,10.6114,0.298137,96037.562,0.0698943
0.422111,19.7785,373,2548,10.7143,0.473054,87688.197,0.322446
0.759358,39.185,349,2105,3.51544,0.128655,60279.629,0.273198
0.940239,24.777,454,3594,14.246,0.219626,105957.698,0.0568729
0.26087,13.6575,432,3529,2.74865,0.282051,103256.208,0.259996
0.626087,24.432,378,3558,10.118,0.333333,75477.906,0.28744
0.896552,32.3729,388,2194,4.7402,0.108808,77577.496,0.259065
0.989899,25.1762,372,2668,8.84558,0.269663,80351.256,0.370579
0.483146,24.2777,308,2464,20.6575,0.122093,89249.776,0.254019
1,70.8717,565,2055,0,0,204917.025,0.136323
0.237903,8.74967,458,3712,20.6358,0.453608,92944.23,0.237984
0.654206,31.2305,595,2859,0,0,204213.52,0.0699605
0.369318,36.2845,378,1642,22.229,0.203252,67249.602,0.337014
0.72,44.6628,444,1510,4.76821,0.137681,101754.588,0.129553
0.908497,46.9263,584,1557,0,0,126678.36,0.12065
1,39.1389,598,3588,1.89521,0.0743494,150044.18,0.0584491
1,53.1632,516,2288,0,0,173598.396,0.0536335
1,50.2513,615,2281,9.86409,0.0954545,181254.03,0.0104584
0.949686,53.6769,432,2041,0,0,201983.328,0.17757
0.435798,18.6916,512,4338,19.7095,0.436019,127510.528,0.168075
1,37.4532,393,5333,0,0,206044.005,0.142103
0.354167,20.7254,453,4083,20.2547,0.369863,158346.603,0.194248
1,32.113,522,4069,1.7449,0.0788382,156248.172,0.128293
0.79558,25.3293,394,2343,5.6338,0.387283,165256.996,0.105357
0.646154,26.9906,499,3020,14.6358,0.443114,200219.259,0.0724597
1,40.2576,539,2348,0,0,203415.366,0.176756
0.689815,30.6373,440,2826,14.7912,0.352941,217019.88,0.170837
1,34.5901,533,1537,0,0,232147.084,0.0522576
1,34.5185,447,2074,0,0.0444444,116817.639,0.247963
1,43.802,516,2569,0,0,94845.444,0.077942
1,38.1971,527,3572,5.85106,0.155172,100608.516,0.137406
0.922794,32.3102,529,3706,16.9455,0.294686,195551.727,-0.0958691
0.226244,11.8864,435,2745,14.6084,0.269939,123285.96,0.228887
0.24569,14.5412,426,3010,21.0631,0.478788,196547.454,0.265188
0.817352,45.2284,552,2892,5.91286,0.165854,152929.944,0.20007
0.919192,32.3939,392,2346,0,0.128342,105714.168,0.50624
0.685714,77.2798,144,853,11.7233,0.290698,56969.568,0.215168
0.643636,14.6092,308,3898,7.00359,0.276753,98815.024,0.387233
0.708661,48.8998,211,1142,3.76532,0.118644,62244.156,0.224067
0.670732,21.7723,464,3065,6.94943,0.283186,90091.632,0.122988
1,75.0751,478,1139,0,0,86205.388,0.0324342
0.777778,13.8141,387,1595,4.6395,0.328467,109070.919,0.226559
1,50.3018,345,1174,0,0,97495.275,0.0714461
0.942149,50.9684,350,900,0,0.0416667,83311.55,0.11716
0.955285,28.2087,359,2361,11.9864,0.311224,108999.58,0.139602
0.809045,37.1609,377,1976,16.8016,0.141104,106215.603,0.022894
0.619048,20.6954,466,2113,3.69143,0.166667,81480.1,0.18552
0.359813,31.1429,349,2406,4.28096,0.191919,77357.595,0.172536
0.761905,46.8165,396,3356,17.2825,0.150442,95699.34,0.113425
0.625,38.9257,296,1489,0,0.0909091,84311.752,0.227154
0.666667,22.477,535,1861,9.77969,0.11976,152372.28,0.135172
0.361702,9.32314,244,1674,4.83871,0.419847,93557.408,0.390037
0.268817,9.04895,689,1252,18.6102,0.0993377,131580.397,0.00265259
0.95122,39.5101,480,2229,0,0.0247525,85212,0.0368344
1,48.4966,568,2059,0,0,81419.96,0.0782519
0.368056,10.4559,366,1452,0,0,94867.566,0.337661
0.512931,17.337,394,3340,11.3174,0.439252,95788.098,0.424852
0.333333,14.4425,493,3170,19.7792,0.5,164810.393,0.0877066
0.289231,9.90295,576,5142,20.6534,0.632743,204354.432,0.284455
0.898438,37.2162,726,3395,4.00589,0.0815451,163423.326,0.0965806
0.0758294,7.64409,354,2821,19.603,0.559006,110269.584,0.322128
0.729167,28.3849,799,3406,3.37639,0.164384,161396.402,0.0228434
0.147335,6.28615,507,4679,26.0953,0.536232,171870.972,0.26516
0.917197,48.4731,454,1745,0,0,95616.486,0.0957842
0.610072,21.4316,608,8774,17.3809,0.200382,170064.288,0.0621923
0.438596,31.2891,561,2686,7.25987,0.241758,152949.357,0.0600085
0.972112,34.6021,658,3695,5.38566,0.165939,185163.174,0.0346398
0,9.43574,641,991,0,0,57303.2206,0.314948
0.371681,10.0969,555,4035,18.1165,0.572165,217133.76,0.0723953
0.932961,45.3721,406,2025,0,0.0852273,84213.332,0.277848
0.209302,9.02772,511,5180,27.3359,0.618026,201074.412,0.266643
0.511905,38.373,504,3783,23.7113,0.290476,175027.608,0.18777
0,9.19371,320,3097,22.9577,0.582011,97633.92,0.353902
0.491304,18.797,359,3845,17.4512,0.560185,97841.501,0.33972
0.0424528,8.4969,368,3053,19.8821,0.426136,78626.512,0.350206
1,48.4027,380,1389,0,0,104602.6,0.306588
0.449275,15.4226,409,2587,9.97294,0.60355,107887.656,0.222459
0.0915493,23.4797,227,1373,5.24399,0.160714,167370.278,0.0894991
0.0578947,15.3539,271,1729,6.07287,0.190476,91443.53,0.354507
0.0553191,7.45823,366,3655,29.9042,0.521978,149738.652,0.285478
0.171806,16.9463,350,3243,14.1844,0.388298,111265.7,0.333427
0.234694,13.9431,266,1786,0,0.04375,71261.4,0.297755
0.214008,15.3257,450,4008,16.5669,0.341121,108366.75,0.325177
0.130233,13.8947,327,2608,23.1595,0.363095,109568.217,0.197757
0.282946,8.93416,467,3974,20.8103,0.631579,101792.924,0.426754
0.281481,9.6965,331,2814,17.1286,0.458824,91857.465,0.133171
0.657143,18.6185,355,1887,10.8108,0.223684,84445.27,0.150095
0.55144,24.05,399,3354,6.46989,0.282927,165519.963,0.339112
0.72119,24.7341,468,3265,10.1991,0.269608,209995.344,0.210948
0.311573,10.7666,426,6455,30.2866,0.545064,132747.564,0.363572
0.336406,18.3217,405,3214,22.0909,0.538012,102245.49,0.341077
0.58804,24.1838,508,3589,15.9097,0.247899,201107.548,0.0656712
0.314607,11.396,479,5386,28.4812,0.695238,155634.764,0.198018
0.221239,16.3961,527,4008,20.2844,0.670391,214238.675,0.184499
0.424658,15.2462,510,5755,24.3267,0.579167,151080.87,0.35335
0.224215,12.2474,508,4123,20.0582,0.458333,241278.156,0.257464
0.0828402,13.7912,516,4273,25.392,0.766839,189464.88,0.314844
0.0446097,6.82268,384,3806,29.1382,0.770588,114375.168,0.258127
0.316038,11.2841,430,3336,9.14269,0.340206,108766.35,0.472829
1,49.3097,452,1670,0,0.237288,94095.552,0.192853
0.509524,13.2153,345,2834,17.1842,0.435028,61223.7,0.254595
0.861538,26.3644,478,3409,8.82957,0.393519,87065.788,0.400951
1,59.8802,437,2214,0,0,101403.665,-0.0958424
0.798817,23.3699,350,2116,8.4121,0.24375,69746.25,0.229922
1,50.5306,343,963,0,0,100867.382,0.0495304
1,62.3441,431,1864,0,0.012987,105506.645,0.042107
0.734848,27.7008,357,2928,24.6926,0.179724,84429.429,-0.015587
1,106.496,216,1009,0,0,61212.672,0.162373
0.786127,51.9751,371,1812,10.3201,0.202532,80823.463,0.0297052
0.9375,66.8449,231,1428,4.55182,0.0697674,59748.843,0.145055
1,43.3088,389,1719,0,0,104900.852,0.193236
0.63388,49.8256,235,1818,8.52585,0.181818,172531.36,0.0716701
0.885714,50.3271,389,1190,0,0.0928571,91539.869,0.354429
0.926829,49.5786,404,2009,2.73768,0.0855263,125483.208,0.0913564
0.309645,15.8781,400,2878,6.42808,0.407821,99781.2,0.333656
0.425532,17.4125,403,4050,15.8025,0.438914,94669.133,0.281228
0.385281,14.5773,440,3749,18.8584,0.413462,205879.08,0.195725
0.92511,17.4948,351,3610,5.04155,0.327014,138568.833,0.419478
0.43,18.3655,344,2806,5.09622,0.308108,81149.256,0.309277
0.573529,10.826,431,4724,22.9678,0.479263,74703.506,0.141765
0.91018,29.0698,409,1752,4.50913,0.130435,50553.218,0.1553
1,52.2739,478,2266,0,0.0108696,118728.508,0.0350991
1,42.4088,576,3097,0,0,105757.056,0.0375896
0.402062,13.693,535,4702,17.3118,0.435556,138736.735,0.120734
1,37.0645,560,1328,0,0,158988.48,-0.0161027
0.680328,23.0256,610,3403,16.2504,0.344186,197645.49,0.0926394
1,54.6448,425,1545,6.60194,0.197279,118490,-0.101422
1,54.4959,548,948,0,0,108728.132,0.0156424
1,41.5455,636,1286,0,0,188945.424,-0.064683
1,60.1323,451,3643,0,0,104876.893,0.0346143
1,27.6472,700,1976,5.66802,0.26875,92717.1,0.161161
1,67.2043,537,1164,0,0,125904.483,0.0569792
1,22.2519,1047,8686,3.70711,0.0707317,356438.586,0.157081
0.970213,45.4339,548,2832,1.87147,0.0672646,82586.888,0.209475
1,46.9484,598,3008,0,0,206222.094,0.00845258
1,42.8633,591,3740,2.86096,0.0443548,148375.278,0.06653
0.938547,49.4805,502,2007,4.03587,0.293103,79118.714,0.197432
0.96789,43.9174,776,2363,0,0,235315.016,0.134193
0.967532,54.4366,568,1354,0,0,123244.64,0.167363
1,48.5673,517,1719,3.72309,0.144928,211435.939,0.148904
0.669951,61.3121,453,2600,17.3077,0.26506,202210.593,0.078945
0.915789,63.8978,485,1375,8.36364,0.161491,109547.435,0.168933
1,45.5166,544,1837,0,0.0653595,79368.512,0.223009
0.344978,13.8255,510,3388,13.1641,0.594444,148893.99,0.202645
0.943775,26.9978,801,3292,4.61725,0.0654206,208029.312,0.121507
0.863436,33.8639,598,3339,7.15783,0.148325,201174.974,0.131447
1,33.9098,575,3931,1.19562,0.0897959,146581.875,-0.0401931
0.940828,42.7533,546,1561,0,0.108434,83249.166,0.0952601
0.738516,24.2307,487,4123,19.3063,0.361233,75105.627,0.132617
0.857798,31.5657,519,3248,1.87808,0.142857,221706.939,0.319563
0.668182,13.2979,379,3575,12.8671,0.296117,80474.586,0.240552
0.764103,42.5894,422,2757,3.9173,0.191257,142059.126,0.319194
0.862385,30.931,583,2756,3.37446,0.208738,182356.57,0.161645
0.55102,21.8198,434,3922,13.4115,0.344978,141669.752,0.162922
0.760456,19.8098,540,4358,9.15558,0.405405,188712.18,0.103018
1,20.6356,618,2564,0,0,187969.026,0.16188
0.679803,22.6142,567,2616,16.4755,0.295858,88937.919,0.0575671
0.938053,30.4229,517,3457,10.4426,0.282927,156913.119,-0.0865879
0.0646552,7.34538,442,3232,29.8886,0.528302,203596.25,0.0863412
0.41502,9.71912,395,3999,14.1535,0.534314,110476.76,0.332747
0.377358,10.7677,585,4571,1.46576,0.118367,205623.99,0.20064
0.251938,6.31353,389,3577,20.52,0.313084,115310.881,0.187075
0.748744,34.8554,484,2825,8.67257,0.238889,226378.416,0.0690832
1,42.4448,388,1921,0,0.10303,102801.376,0.205596
0.819672,32.8839,325,2475,16.6869,0.239521,76909.625,0.0862008
1,49.776,347,2431,2.0979,0.0837696,89712.686,-0.108857
1,57.3394,370,1738,0,0,102064.87,0.117158
0.927536,34.662,402,3000,3.66667,0.212121,162321.972,0.372829
1,30.5717,481,2458,0,0,140120.591,0.292531
1,101.729,316,806,0,0,93180.184,0.00236503
1,71.2758,282,1623,0,0,77183.118,0.0378804
1,89.2061,240,1188,0,0,94262.64,0.126398
1,108.225,255,1415,3.03887,0.0946746,98608.5,0.113862
0.432203,17.2058,498,3404,21.416,0.305882,210380.1,0.194979
0.202335,8.56018,497,4172,18.4803,0.676617,127437.261,0.192604
0.492857,16.0901,564,5129,16.5334,0.4,207517.032,0.290501
0.632479,24.7586,568,3727,19.1038,0.352632,211677.128,-0.0151865
0.462963,6.90274,481,3940,19.9492,0.593583,180110.931,0.285842
0.709779,57.4053,537,2860,13.3566,0.043956,192506.445,0.0995702
0.665217,11.9775,591,3789,9.50119,0.39726,182193.48,0.327107
0.867725,39.4322,485,2404,9.19301,0.231638,187341.435,0.119128
0.866667,33.8066,549,1476,10.2981,0.0992908,198997.128,-0.0485608
1,39.3701,625,2252,0,0,219666.25,-0.0173246
0.965278,60.0601,603,3204,10.6742,0.116279,236071.485,-0.0696742
0.787234,27.6625,682,4053,8.66025,0.327189,175947.134,0.223672
1,47.0588,522,2310,0,0.037234,175607.586,0.179045
0.836449,42.1585,504,2209,12.6754,0.121212,239519.448,-0.15883
0.951515,32.7225,479,2417,2.60654,0.16129,220340,0.0343265
0.676157,18.5426,499,3419,16.3206,0.165289,173732.339,-0.00999862
0.981061,29.4031,830,3741,2.1652,0.0816327,164635.48,0.01371
0.566265,15.3022,458,3712,25.9159,0.35,216151.726,0.193969
0.452381,30.2663,441,3378,26.0509,0.284211,177868.971,0.18023
1,46.5549,532,1531,0,0,131551.896,0.185711
0.768116,27.1003,569,2867,5.9993,0.307292,83541.149,0.201509
0.697248,16.8039,557,2866,0,0,87523.081,0.270829
0.677824,30.4878,505,3679,6.74096,0.375587,200123.42,0.317135
0.959821,42.0345,517,2835,10.194,0.193069,115147.274,0.0101207
1,65.3595,423,1485,0,0,89977.599,0.0536238
0.540698,9.6918,384,1848,12.013,0.348684,76724.352,0.213231
0.888393,36.7377,368,2766,7.1222,0.0970874,94309.936,0.242472
1,79.1139,443,1531,0,0,78789.322,-0.00607969
0.466667,19.7824,417,3991,25.8832,0.538889,149705.085,0.12776
0.197248,15.223,324,2168,16.19,0.42,87244.452,0.287421
0.86911,33.761,344,2221,3.10671,0.183333,85189.192,0.232867
0.671429,36.0101,369,2465,7.66734,0.206349,97401.24,0.0838441
0.328358,17.2652,362,2105,9.88124,0.152866,92269.094,0.115433
1,33.8524,556,2485,0,0,103238.636,0.161822
0.45815,13.7741,364,2813,17.2769,0.489583,71137.248,0.231685
0.915423,31.5557,837,2641,2.3476,0.0594595,165992.166,0.0124354
1,48.7092,463,2790,0,0,97740.226,-0.0511844
0.74359,49.456,336,2180,2.11009,0.108108,51392.88,0.171874
1,48.8998,456,2062,0,0,94855.296,0.119779
1,43.4783,414,1899,0,0.0188679,74993.616,0.11988
0.325123,13.231,358,2284,15.5867,0.353741,86449.482,0.113189
0.837963,29.1715,397,3227,0,0.037037,94994.557,0.33926
0.266376,15.6226,309,2937,22.7443,0.383234,68178.996,0.321782
0.856061,47.2367,476,1230,0,0,147958.888,0.192683
0.755396,51.4403,314,1343,3.20179,0.113636,90936.912,0.133011
0.901235,50.9424,385,1951,0,0,65203.6,0.102301
1,69.735,422,716,0,0,62129.372,0.0281265
0.930818,37.8215,325,1838,2.3395,0.16129,81072.225,0.132541
1,45.2899,492,2388,3.51759,0.140127,179654.292,-0.0110655
1,57.4383,360,1738,0,0,61250.76,0.0164167
0.375796,23.3263,239,1542,18.1582,0.37069,85403.065,0.169256
0.87395,50.5817,425,2962,7.6975,0.145631,130075.925,-0.134951
0.874251,50.1002,278,1579,15.6428,0.276119,85961.214,0.181031
0.859649,50.4286,347,1970,8.83249,0.184713,83128.014,0.129935
1,69.6379,340,1236,0,0,90107.48,-0.00124743
0.946237,89.1266,353,1675,0,0.0163934,85692.868,-0.066517
0.961326,56.9152,414,1618,0,0.0722222,84241.134,0.0831339
0.96679,52.2739,480,3413,2.13888,0.0766284,101548.8,-0.0360719
1,74.5156,300,549,0,0,84936.6,-0.0514527
1,50.813,400,1614,0,0,143124,0.13427
1,45.5166,308,1362,0,0.0229008,73628.016,0.102118
1,78.2473,380,784,0,0,77938.38,-0.0649777
1,76.864,396,808,0,0,78442.056,-0.0271082
1,72.0461,390,1103,14.4152,0.226277,78000,-0.198047
0.71161,39.984,285,2455,21.4664,0.340426,51201.675,0.0318531
1,91.5751,306,1105,0,0,74434.806,-0.136802
0.902174,45.7457,489,1946,6.37205,0.123529,90287.004,0.107162
0.828431,56.4334,357,2044,20.8415,0.23494,65929.689,0.00376568
1,104.384,225,1155,0,0.0666667,72599.175,0.0670899
0.983471,100.806,367,1034,0,0,75081.227,-0.106998
1,55.991,518,1752,0,0,134585.724,-0.00456626
1,66.8003,532,993,0,0,91707.756,-0.0937575
0.667954,39.2003,405,2587,14.9594,0.271357,92735.685,-0.0437466
1,55.4939,462,2259,0,0,111797.532,0.054459
1,58.0046,520,1653,0,0,123166.16,0.0466133
1,73.4214,515,1689,0,0,110756.93,0.0225747
1,50.7872,505,2418,2.19189,0.0657277,106272.705,-0.00760968
1,50.0751,540,1712,0,0,92715.3,0.104077
0.715596,26.0146,469,2835,12.0282,0.394737,121064.846,0.0195699
0.649573,35.8809,496,3083,0,0.0474138,171927.488,0.20345
0.963801,45.7038,432,2739,4.60022,0.0817308,150787.872,-0.0524827
1,47.3709,597,3096,0,0,156799.662,-0.0894599
0.888889,38.6997,606,3616,5.28208,0.242424,130017.906,-0.0775719
0.787234,43.3839,510,3524,17.0261,0.21608,168457.08,1.66E-02
0.818966,36.7377,524,2822,3.29554,0.127273,189429.144,0.131928
1,65.445,470,910,0,0,128704.8,-0.0414695
0.587963,19.8452,499,3442,19.5235,0.531792,181930.909,0.128638
1,55.991,396,1320,0,0,113213.628,0.253141
0.916667,31.5159,555,3280,0,0.106481,145149.15,0.186292
0.97973,47.1254,422,1355,4.50185,0.0708661,92221.348,-0.0139918
0.885572,51.7063,456,2169,2.85846,0.109453,162565.368,0.0276117
0.77451,34.9773,437,2400,0,0,185935.634,-0.0322904
0.741525,39.1236,410,2669,9.2544,0.153409,106629.52,0.123466
1,56.3063,433,1857,0,0,136407.99,0.0790911
0.884615,39.0016,452,1599,3.37711,0.13245,105570.476,0.144277
1,47.2144,470,2563,1.6387,0.134409,147985.14,0.0485847
0.7173,26.0552,433,3089,8.28747,0.580838,134827.973,0.0822511
1,55.0055,488,2244,2.80749,0.108808,91189.144,-0.00823539
0.917127,43.1406,460,2058,0,0,99401.86,-0.0970987
0.902622,32.1543,866,3605,3.07906,0.119835,199547.184,0.0136304
1,77.0416,477,2597,0,0,137332.116,-0.0758877
0.834225,25.3485,432,2727,8.43418,0.35503,97712.784,0.140938
0.683258,30.7882,392,2704,15.1627,0.173184,104003.088,0.138057
0.748744,32.9815,472,2439,0,0.0802139,71137.48,0.200502
0.67,32.457,423,2962,16.5429,0.333333,82740.069,-0.0209849
0.640625,30.3767,448,2449,5.83912,0.231214,56977.088,0.167613
0.888889,37.5799,439,2909,1.68443,0.076555,98538.379,-0.0311586
0.853659,64.8088,301,1055,0,0,80412.15,-0.00105826
0.934641,73.046,392,1362,0,0,72078.608,-0.0913959
0.944681,50.7872,387,1939,5.31202,0.0970874,88203.105,-0.0154947
0.502242,16.6279,343,2862,20.6499,0.59887,90561.261,0.20381
1,118.064,291,1015,0,0,84749.094,-0.0787921
0.684211,29.5596,426,2445,14.9693,0.309392,90807.438,0.166272
1,93.8086,320,1075,8.74419,0.174242,67754.88,-0.202082
0.961832,47.824,439,1230,0,0.0390625,54911.876,0.140224
1,62.9723,466,898,0,0,112362.386,-0.0306822
0.637681,36.036,208,1453,5.43703,0.324786,142067.744,0.0583342
1,83.7521,354,716,0,0,94782.084,-0.0907003
1,57.0125,390,1472,0,0,84482.19,0.000848709
1,56.8505,447,1773,2.82008,0.0691824,75271.224,-0.0855841
1,114.943,227,1329,0,0,91159.341,-0.0742505
1,94.4287,212,1247,0,0,85616.2,0.0409185
1,54.4662,437,1397,0,0,83272.535,-0.071675
1,82.5083,321,1383,0,0,66369.639,-0.0816356
1,50.4541,433,1483,0,0.0135135,69468.788,0.0680387
1,43.7637,521,2093,0,0.0769231,125939.767,-0.184059
1,69.8324,420,1604,0,0.0857143,97707.96,-0.152094
1,34.5066,789,3410,1.81818,0.112782,183414.885,-0.157891
0.97561,69.3001,374,1111,0,0,75883.104,0.059425
1,73.1529,403,1237,0,0,71775.509,0.0276158
1,50.8906,487,2222,0,0,89982.99,-0.072428
1,62.6566,421,1299,0,0.0191083,71936.691,0.0191614
1,57.971,436,1637,0,0,83004.808,0.0582294
1,87.8735,337,1562,5.3137,0.15942,65317.677,-0.202503
1,78.064,424,1672,0,0,71400.752,-0.110604
1,65.4022,343,1108,0,0,85746.227,0.0528944
1,75.5287,356,926,0,0,90142.404,-0.175095
1,70.4225,388,1283,0,0,73845.712,-0.127541
1,53.0786,456,2179,0,0.055,99630.984,0.0186281
1,53.3903,559,1295,29.9614,0.084507,160561.011,-0.12447
1,69.7837,397,1348,0,0,91981.327,-0.128511
1,75.358,376,1474,0,0,66395.208,-0.0215591
1,56.5931,365,1986,2.21551,0.0666667,59907.45,-0.0817652
1,45.6413,386,1535,0,0,87451.774,0.0330453
1,62.422,348,2143,3.31311,0.14486,69061.992,-0.0204253
1,49.2126,482,2104,0,0,112393.242,-0.0636929
1,77.3994,472,1385,0,0.00689655,55277.336,-0.0346888
1,49.6771,431,1639,0,0.153285,132493.71,0.0703167
1,76.3942,376,966,0,0,65473.632,-0.0382787
1,71.8907,463,1341,0,0.205298,145520.437,0.00368743
1,70.3235,345,1512,0,0.0743243,84916.23,0.0237218
1,75.7002,472,1058,0,0.286822,165463.848,-0.0939061
1,108.696,307,516,0,0,61769.628,-0.0300915
1,92.8505,354,1110,0,0.0155039,76072.122,0.0240576
1,90.0901,315,1140,0,0,79099.965,-0.0390428
1,85.8369,326,1692,0,0,66575.068,-0.132855
0.848649,42.0345,590,1779,4.04722,0.110465,170488.17,0.00462936
1,61.6143,587,1180,0,0,150623.613,-0.00622969
0.852941,42.6076,528,2620,3.28244,0.0819672,167405.568,-0.0921228
0.897196,49.3583,503,2337,1.96834,0.0959596,156812.765,-0.179303
0.452381,17.4398,436,2516,18.0843,0.49697,95362.792,0.116534
0.625698,18.1851,391,1879,10.7504,0.278107,91916.28,0.00453783
0.946524,49.456,433,2121,0,0.0337079,137865.901,0.0511448
0.87234,29.129,551,4009,10.0524,0.297071,112370.94,0.174479
1,56.0224,404,1437,0,0,84533.364,0.0112483
1,44.9438,426,1929,0,0,89576.724,-0.0662552
0.936073,36.2976,408,2387,3.10013,0.111628,80269.104,0.00317808
0.897436,84.246,409,856,0,0,134331.96,-0.000981654
0.937888,59.3472,424,1831,0,0.0196078,128794.664,-0.00963829
1,36.7782,470,2304,0,0.0121212,118100.66,0.122029
1,32.1958,565,2867,0,0.0105263,149198.42,-0.0195416
1,79.1139,487,3730,1.15282,0.162866,137093.909,-0.0765837
0.627306,28.177,584,3770,9.54907,0.192825,175222.192,0.163361
1,73.2064,450,1401,0,0,141922.35,-0.168474
1,79.1139,437,913,0,0,93781.074,0.0308982
1,45.1467,570,2531,0,0.00564972,110544.09,-0.138378
1,43.6872,504,2345,2.68657,0.0541872,199906.56,-0.194132
1,49.505,524,1105,0,0.0536913,68922.244,-0.0928714
1,25.2525,1157,4488,0,0,302010.553,-0.117609
1,52.1105,508,1493,0,0,181234.08,-0.179452
0.814433,42.5532,504,2392,8.69565,0.213018,86957.136,-0.00594185
0.814815,40.6009,530,2596,5.58552,0.257143,141309.66,-0.0594493
0.887255,53.8503,486,2767,8.27611,0.163934,129511.71,-0.0219137
1,63.9386,413,1969,0,0.0920245,120518.769,-0.0765119
1,68.1199,480,1252,0,0,72779.52,-0.0276208
1,91.9963,475,1004,20.3187,0.299145,195486.25,-0.232756
1,42.8082,509,2389,0,0,84470.586,-0.0318014
1,72.3066,451,1574,0,0,84498.458,0.0286188
0.878788,45.106,435,1769,0,0,90313.395,0.139467
1,109.769,430,2564,0,0.0777778,194165.64,-0.16594
1,65.8762,510,1530,0,0.101351,131890.08,-0.167222
1,69.6379,444,1501,0,0,87821.868,-0.101496
1,52.5486,470,1787,0,0,139795.39,-0.145454
1,33.6134,795,2785,0,0,231446.76,-0.0220446
1,29.0951,817,2528,6.8038,0.210046,224958.499,-0.210049
1,61.5764,432,1306,0,0,62308.656,0.00165368
1,48.4496,646,2050,0,0,94030.468,0.0826409
1,57.9039,597,2036,0,0,156988.314,-0.0667457
1,64.3915,411,1644,0,0,105101.331,-0.138335
1,72.3589,484,1021,0,0.0701754,131232.244,0.00592877
0.788177,36.8596,499,2728,12.6833,0.167598,81698.775,0.0100833
0.786885,32.7225,315,1728,5.6713,0.116564,70735.455,0.145183
0.0070922,19.6889,207,1127,5.14641,0.107843,152939.673,0.13146
0.456853,20.2061,359,2756,22.061,0.409639,92517.531,0.163884
0.51087,7.85793,406,2402,14.0716,0.452941,102432.582,0.22101
0.917647,35.3357,509,2114,0,0.452941,86779.41,0.356092
0.541284,23.1535,502,3816,21.043,0.494382,196782.996,-0.0408258
0.934673,38.3142,437,2813,4.51475,0.180851,123840.993,0.277523
0.976077,51.3347,441,2359,8.47817,0.151685,110992.203,0.0273145
0.554455,19.2678,407,2712,5.01475,0.238095,88558.316,0.272573
0.7625,21.2585,629,3549,6.56523,0.212389,97660.427,0.220763
0.797468,18.4468,479,3242,4.90438,0.256158,83968.7,0.271307
0.524752,14.2837,463,2923,10.3319,0.183486,184781.448,0.0137162
0.752427,24.1022,501,2550,2.31373,0.0860215,97008.63,0.105649
0.902256,56.243,361,1318,0,0,62613.284,0.158724
1,38.2409,617,3001,0,0,86952.576,0.110853
1,45.1467,644,2274,0,0,158527.684,-0.0543809
0.717703,58.7544,519,2350,11.7021,0.139535,161100.195,0.10962
0.514019,21.0084,433,3002,16.4557,0.255208,86660.62,0.146388
1,40.6009,476,2717,0,0,60879.448,0.108276
0.645714,11.4718,583,2137,11.2775,0.297297,140709.382,0.0155947
0.671795,26.1165,542,2859,14.3057,0.230337,85805.104,0.118911
1,50.813,519,2369,0,0,75843.027,0.0148307
0.773109,30.2206,452,3475,12.7482,0.161616,99861.716,0.0657948
0.256329,6.16903,469,3610,15.2078,0.524752,136832.626,0.221195
0.679825,21.6029,553,3605,12.0943,0.284314,198162.573,0.0991561
0.901186,35.3857,526,3405,6.98972,0.181818,81076.062,0.0230483
0.636842,25.7865,487,2583,4.41347,0.186047,180573.756,0.0466787
0.174342,9.23105,488,4435,20.8343,0.54661,119713.72,0.412054
1,38.5654,573,3133,0,0.0244898,83972.577,-0.0464261
0.645963,15.6104,631,4700,13.1915,0.278388,204694.507,0.111758
0.878261,30.931,633,3705,0,0.0136986,188019.99,0.121476
0.790514,36.5364,565,2931,1.67178,0.0611354,186962.455,-0.0290198
0.627273,21.0615,464,2909,5.08766,0.212435,109950.832,0.278739
1,48.3325,540,1816,0,0,165272.4,0.105464
1,48.2625,562,1844,0,0,84218.51,0.00447119
0.38189,22.3814,482,3365,24.5765,0.361582,133299.028,-0.0359372
0.70922,54.9451,210,1272,8.56918,0.216216,79285.29,0.189863
0.5,22.9832,203,1352,9.02367,0.389831,69628.188,0.342793
0.659794,26.3505,397,2644,11.6868,0.425414,84907.978,0.148439
0.652406,41.7362,355,2392,14.5485,0.311765,94620.635,0.221603
0.884058,43.4594,392,2525,7.20792,0.207447,121921.016,0.0279372
0.608871,16.8634,357,3581,25.0489,0.401015,75370.911,0.204322
0.748792,39.6825,372,2063,4.16869,0.135,87096.732,0.281931
1,33.5121,479,2948,1.76391,0.110553,200491.677,0.186532
0.992481,40.9668,397,1322,0,0.0977444,77561.89,0.167664
0.604278,30.9885,371,2587,9.08388,0.502762,89871.411,0.38408
