 NF , LCD , NucleusArea , CellArea , percentProtrusion , protrusion_extent ,NucIntegratedH,logNucbyRing488 (Yap)
0.746114,45.977,397,1646,0,0.0425532,94122.348,0.103755
0.204893,11.236,313,3140,3.3758,0.122186,89627.237,0.145381
0.688406,27.1297,539,3314,9.74653,0.19802,106505.861,0.123436
0.540373,17.55,350,1703,0,0,95035.85,0.149774
0.513393,20.5592,318,2189,6.80676,0.115183,85977.978,0.251388
0.669856,26.1233,436,2838,10.1832,0.254144,135142.56,0.158855
1,59.4177,446,2185,0,0.030303,122402.916,0.0277206
1,57.8704,554,2525,5.0297,0.0994764,185516.318,0.00207064
1,52.8821,530,1107,0,0,146012.88,-0.102731
1,61.3874,529,1053,0,0.104348,134683.4,-0.0820951
1,64.2674,499,2582,0,0.135371,156633.106,-0.152536
1,46.1042,424,2339,3.63403,0.132979,92379,0.0670545
1,66.9792,443,1123,0,0,58875.586,-0.103587
1,52.1648,491,2307,0,0,164555.704,-0.0196086
1,62.8141,485,885,0,0.0630631,87643.38,0.033456
1,54.6747,488,2807,0,0,141587.832,-0.0812096
1,42.7899,555,1489,0,0,131877.435,-0.0304641
0.973822,52.687,545,2242,0,0,182967.945,-0.0476022
0.878505,30.8642,679,3162,10.4997,0.284314,200025.252,0.0157048
0.95,35.9454,603,2679,4.96454,0.0784314,88221.312,-0.107589
0.796296,24.9563,648,3105,14.1385,0.187234,172113.984,-0.0651026
1,60.0601,433,1926,4.20561,0.134078,95267.361,0.00469348
1,34.7343,505,2824,5.31161,0.206704,134635.525,-0.0975639
0.763066,22.9727,1008,4571,3.87224,0.153226,175636.944,0.0517633
0.213675,12.9249,384,2633,16.5591,0.551282,180067.584,0.126785
0.515306,26.2055,394,2664,9.64715,0.375,89938.774,0.255133
0.034188,12.39,349,2609,24.6455,0.626667,179312.71,0.173669
0.361233,12.8008,401,3005,12.3461,0.417062,69660.116,0.0567414
0.403941,18.9825,516,3010,13.7542,0.369318,118128.912,-0.000457016
0.635417,25.0752,461,2468,9.03566,0.272727,159598.2,0.0114294
0.917526,64.6831,336,2058,6.02527,0.247253,100339.344,-0.00409761
1,94.6074,240,1316,0,0,88549.92,0.0538486
1,77.2798,246,1195,0,0.00854701,89184.348,0.109814
1,80.2568,404,1629,0,0,79818.28,0.13018
1,71.582,365,1250,0,0,86462.66,0.153218
0.946524,41.7885,421,1848,8.54978,0.12987,97750.306,0.124392
0.518182,23.2721,350,3138,20.4908,0.517442,100922.85,0.338477
1,56.3063,454,1649,0,0.0532544,94496.922,0.211874
0.91875,51.6529,335,1534,6.71447,0.0857143,87321.1,0.209349
1,52.3013,451,2005,0,0,85653.018,0.00451099
0.642202,34.2818,452,3012,13.1142,0.295238,100283.884,0.204323
1,41.7014,445,2484,0,0,74446.275,0.260254
0.563492,50.813,198,1297,8.94372,0.272727,91066.932,0.135656
0.516393,33.2336,194,1174,9.19932,0.37037,92150,0.166461
0.8867,34.9773,601,2330,2.91845,0.0947368,154609.654,0.421149
0.972678,32.9707,391,2560,0,0.0893855,100374.783,0.287504
0.712418,46.1042,305,1905,0,0.0416667,70246.38,0.3842
0.511013,13.1027,418,3275,9.43511,0.349754,102456.398,0.159432
0.706564,25.8866,455,3466,4.99134,0.162162,107898.7,0.385425
0.618357,27.6625,475,1932,11.646,0.212121,79541.6,0.249213
0.517413,21.245,350,2656,19.503,0.392265,88080.3,0.236641
1,38.506,375,2186,0,0.0319149,97697.25,0.134897
0.639405,16.1316,518,3819,3.35166,0.14902,103391.246,0.250574
0.509434,21.3174,364,2967,5.02191,0.199029,92299.48,0.295422
0.86532,27.9252,356,4479,6.16209,0.187755,93652.92,0.27749
0.768595,15.0898,620,3539,4.7471,0.495798,110972.56,0.252047
0.44519,16.488,572,4834,18.825,0.331933,116482.652,0.234365
0.347639,15.6764,393,3549,15.2156,0.395722,94892.601,0.311656
0.653509,24.8016,334,3898,17.3422,0.313131,91042.054,0.233152
0.814159,16.6362,521,3457,0,0.176744,106708.094,0.313077
1,43.8404,515,1753,0,0,92896.215,-0.0288105
1,32.6904,533,2648,3.02115,0.0841584,101163.4,0.157365
1,38.61,517,1755,4.2735,0.120253,99395.835,0.217472
1,43.6872,444,2430,2.18107,0.0769231,107600.292,0.129618
0.589474,19.6618,355,2598,10.8545,0.425926,101832.815,0.243857
0.926829,33.9559,352,2375,0,0.0724638,96470.176,0.209308
1,44.3853,395,2148,0,0,95539.045,0.211647
1,48.0769,401,1908,0,0.0231214,88105.314,0.174273
0.625731,26.3158,302,2350,7.53191,0.281437,88219.636,0.252592
1,53.2481,473,1853,0,0,97159.876,0.0552874
0.804167,19.2493,568,3130,9.96805,0.284264,145703.928,0.110789
0.977273,32.5627,419,712,0,0.181818,91893.404,0.170831
1,50.7614,432,1994,0,0.0559441,77175.936,0.111736
0.840304,34.6981,525,3104,12.8544,0.140845,143708.775,-0.0751849
1,50.8388,559,1404,0,0.05,91867.178,0.220942
0.898089,46.8165,450,1776,0,0.0263158,99811.35,0.132131
0.838961,35.5999,717,5021,7.58813,0.18209,162915.306,0.0542081
1,46.0405,516,1419,0,0.100671,94388.784,0.357071
0.835227,45.7666,507,2163,2.3116,0.113095,103820.925,0.394028
0.977778,51.4139,490,2182,0,0,89969.88,0.22654
0.731915,29.1375,403,3097,21.763,0.33908,142173.967,0.235799
0.833846,41.7711,705,3666,18.0851,0.114943,145077.72,0.0300159
0.561404,13.9218,476,3259,11.1998,0.48,124414.976,0.141548
0.873051,29.6121,706,5028,15.6523,0.132075,189469.22,0.0296441
0.864286,20.1248,657,3752,6.52985,0.272031,164061.441,0.0228098
0,3.06824,234,550,0,0,120345.732,0.408313
1,46.9043,447,2051,0,0,73698.231,0.0200136
0.924242,35.1,583,2777,0,0.00526316,148287.799,0.0672845
0.88,65.2742,334,1540,0,0,76570.502,0.0338341
1,55.8036,548,1612,0,0,199861.628,-0.0425488
1,45.8926,375,1835,0,0,64252.875,0.0692132
0.791045,83.9631,343,882,0,0.0223881,80844.071,-0.101662
1,48.9476,422,1446,0,0.0352941,66498.338,0.178567
1,60.024,478,1680,0,0,58845.624,-0.0029886
1,54.5852,421,1122,0,0,88455.047,-0.110911
1,79.3651,332,1440,0,0.145985,86000.616,-0.156529
1,81.8331,296,868,0,0.0707965,78391.752,0.038789
0.978022,54.3183,408,1949,0,0.0879121,73179.288,0.0761955
0.981949,62.2278,399,3150,0,0,79288.482,-0.129592
1,59.312,474,2155,3.99072,0.119318,134490.864,0.0776421
0.966184,84.6024,452,1398,21.5308,0.0941176,168325.704,-0.246993
0.904,55.6793,390,1172,0,0,66211.47,-0.0438132
1,72.3066,337,1435,0,0,60220.552,-0.161636
0.953988,58.4795,500,3756,0,0,142317,-0.187039
1,90.0901,305,382,0,0,77580.715,-0.0411681
0.872483,74.4602,415,945,0,0,73962.96,-0.0926325
1,59.952,508,1575,0,0,162129.724,-0.110752
0.876494,57.5043,412,2461,4.10402,0.278008,87212.984,-0.211116
1,45.8926,580,1719,3.72309,0.119205,159580.04,-0.0797655
1,51.8941,484,805,0,0,110454.124,0.0604375
0.761905,74.129,385,1460,0,0,94355.8,-0.0166088
1,110.011,317,886,0,0,77950.3,0.0350491
0.934579,78.8644,433,913,0,0,73635.98,0.0309551
0.920139,127.551,287,2328,0,0,69927.263,-0.129728
1,61.1621,327,1033,0,0.130081,67865.58,0.0557035
1,51.9481,429,2169,0,0,103118.301,0.0632341
0.900709,76.5697,333,1029,0,0,46441.179,-0.0649767
0.791667,63.0517,408,818,5.01222,0.157895,84653.472,0.0960159
0.79703,121.212,328,1809,3.04035,0.0808081,75770.624,-0.154301
0.876344,65.2742,464,1693,0,0.00543478,109581.952,-0.112794
0.601227,66.1813,404,1923,6.34425,0.168831,167380.028,0.0761596
0.627219,76.2195,272,945,0,0.0440252,88225.648,0.0747458
0.963415,41.9815,446,1890,2.22222,0.0833333,142496.108,0.0124658
0.840336,53.2765,492,961,0,0,91215.324,0.0321427
0.751678,62.1118,441,914,0,0,161420.994,0.0940574
1,61.5385,422,2511,0,0,110354.688,-0.158716
0.725926,69.2042,318,858,0,0.104478,50685.702,0.0565024
1,78.9266,376,1234,0,0,92301.608,0.00232929
0.824742,118.906,288,490,0,0.0421053,59332.608,0.026806
1,90.2527,346,805,0,0.0894309,48257.658,-0.00992635
0.972973,75.4717,486,1280,0,0,144253.062,-0.131925
1,63.9386,476,1635,0,0,120995.392,-0.0451523
1,78.125,424,888,0,0.0185185,130432.152,-0.174933
0.945205,108.696,307,439,0,0,82190.961,0.0121527
0.984436,46.5333,484,2952,0,0.0116732,90640.132,0.0463983
1,43.2526,454,2400,0,0,135001.894,0.00971646
1,41.425,431,2246,0,0,130798.587,0.0819464
1,114.548,292,912,0,0,81512.092,-0.103005
0.977401,75.4717,367,1802,6.65927,0.100629,64449.237,-0.0651332
1,62.422,387,1099,0,0,94587.831,-0.0879905
0.879781,43.2339,548,1794,0,0,90957.04,0.0227664
1,46.3392,482,1902,0,0,149893.324,0.172412
1,124.378,287,1060,4.15094,0.313953,55574.967,-0.147241
1,46.2321,500,1372,0,0,167035,0.00252081
0.685,55.1268,421,1523,0,0,123472.985,0.0794025
1,79.6178,389,1439,0,0,69480.846,-0.044571
0.801242,68.5871,434,1446,0,0,93669.786,-0.0644912
0.808511,143.266,234,518,8.10811,0.25,52846.092,-0.188892
0.77686,45.4339,534,933,0,0,91337.496,-0.117753
1,218.818,144,721,0,0.154639,34998.336,0.111649
1,41.5455,466,2349,0,0,141060.064,-0.0109854
1,56.1798,470,1030,0,0,101612.59,0.0142717
1,53.2198,449,2048,0,0,75573.435,0.0249481
1,60.9013,432,1790,0,0,90128.16,-0.0092803
1,90.3342,270,964,0,0,84983.31,0.0266929
1,68.2128,269,1158,0,0,79691.788,0.026207
1,79.0514,410,574,0,0,85613.33,-0.0560458
1,52.9661,408,1811,0,0,56581.032,-0.0431153
0.983051,94.3396,385,1723,0,0,112765.345,-0.162119
0.626984,98.7167,429,589,0,0,125023.47,-0.035816
1,80.7103,396,664,0,0,74666.988,-0.0656264
1,35.8295,605,1194,0,0.0714286,144232.605,0.0153453
1,72.2543,385,935,0,0,55393.8,-0.0367427
1,48.5909,397,632,0,0,57855.207,-0.0942786
1,107.527,298,354,0,0,72451.846,-0.0511281
0.972603,64.5578,397,2103,7.27532,0.108911,139328.738,-0.151404
1,98.4252,277,1534,4.04172,0.108844,79983.473,-0.0224709
1,41.1015,562,1499,0,0,182973.712,-0.130652
1,66.8449,574,1900,0,0,179629.282,-0.107538
1,53.2198,572,2062,0,0,114490.948,-0.165742
1,45.4752,485,1644,0,0,158553.775,-0.140543
0.822695,71.2758,494,1090,9.44954,0.165468,173336.202,-0.199003
0.935484,49.4805,571,3363,0,0.0302115,219080.138,-0.17024
1,69.8324,469,1250,0,0,105697.592,-0.0618711
1,62.5782,543,1496,0,0,141437.382,-0.0781433
1,61.0128,512,1665,0,0,124581.888,-0.0418728
0.893855,48.3793,519,2120,0,0,180458.895,-0.0756645
0.966667,47.1032,477,2212,0,0.00485437,117342.954,-0.0622901
1,61.3121,562,1278,0,0,172430.03,-0.169897
0.976636,49.2126,459,2187,0,0,184655.7,-0.0328799
0.963158,34.0252,501,2307,0,0,158862.591,0.0285385
0.936842,52.6593,716,1667,13.1974,0.144385,163968.296,-0.199434
0.822857,92.2509,481,1612,0,0,142504.908,-0.182842
0.854271,44.7427,589,2142,0,0,185753.519,-0.102227
0.96,83.9631,446,1807,0,0.0168539,125802.774,-0.0639335
0.614907,61.6523,510,760,0,0,191474.4,-0.0177863
0.941176,65.6168,621,3625,0,0.0180879,197766.144,-0.115265
1,70.8215,457,1091,0,0,106420.676,0.0106598
0.931034,56.5611,485,2094,0,0,145513.095,-0.0821851
1,54.2299,525,1994,0,0,157548.825,0.0110884
1,49.2611,525,2186,0,0,93742.425,-0.0421992
0.86129,38.9864,771,4703,0,0,156855.324,-0.0937982
0.951923,55.0964,529,986,0,0,182542.559,-0.0964865
1,67.5219,507,2357,0,0,141835.785,-0.0471425
0.76506,50.0501,492,968,0,0,175746.828,0.0277504
1,60.2047,722,1684,0,0,218661.31,-0.152257
0.832061,57.5374,468,981,12.7421,0.190083,171677.376,-0.19125
0.542169,56.9476,489,797,0,0,169786.179,-0.0419779
0.804651,45.045,520,2001,0,0.129187,162745.44,-0.0259757
0.90604,66.2691,520,3187,0,0.00680272,149593.08,-0.0528976
0.925081,66.313,526,2958,0,0,131463.18,-0.0947262
0.853659,67.9348,527,2123,0,0.0390244,174060.722,-0.0493136
0.890411,77.5194,491,2918,0,0,155822.287,-0.172416
0.971963,50.3778,822,2158,13.253,0.195556,146491.086,-0.207295
0.944444,77.1605,319,925,0,0.072,79085.842,-0.117676
0.942308,76.6284,302,1552,0,0.102041,82253.022,0.0029648
1,69.1563,484,1875,0,0,85622.02,-0.114833
1,65.9631,417,1473,0,0,70716.528,0.104307
1,64.2261,471,1169,0,0,102100.083,0.0104781
0.873786,38.3877,419,2252,5.59503,0.152632,82453.334,0.215011
0.939597,47.1032,358,1629,0,0.239726,50817.384,0.259404
0.927273,56.243,327,1376,0,0.0254777,81115.293,0.0903381
1,54.3183,401,1403,0,0,54337.906,0.111125
1,115.875,309,1313,0,0,80861.592,-0.131858
1,51.8672,414,1479,0,0.035503,89758.926,0.143025
1,64.1026,389,1260,0,0,70506.639,0.00918929
1,52.356,415,1965,5.85242,0.0903955,80920.435,-0.0174266
1,86.5801,325,559,0,0,84389.175,-0.123863
1,71.0227,279,948,0,0,48662.901,-0.00325287
1,72.0981,363,850,0,0,87327.636,-0.103028
0.93662,47.9386,424,1603,0,0,82047.816,0.201158
0.829787,39.7456,409,2820,2.94326,0.114679,65050.632,0.143233
1,59.9161,420,1782,6.50954,0.117371,91342.02,-0.199912
0.437751,35.2609,327,3119,17.0247,0.375635,54028.248,-0.0237096
1,72.7802,336,392,0,0,71967.84,-0.160804
1,77.8816,353,1246,0,0.134228,80872.3,0.0287596
1,76.746,327,2486,0,0,85013.787,-0.0485438
1,63.6943,377,1519,0,0,75400,-0.0467172
1,71.3776,416,1374,0,0,65838.656,-0.0657882
1,65.445,380,1656,4.22705,0.151079,86144.48,-0.0330322
0.941176,62.7746,367,750,0,0,77651.695,0.00335979
1,57.1755,461,2295,0,0,145002.479,-0.015404
0.857143,50.3778,209,1473,0,0,118908.251,0.0243628
1,100.806,257,533,0,0,85534.226,-0.0306229
1,63.0915,349,1294,0,0.0416667,89353.074,0.076231
1,102.249,326,738,0,0,91307.384,-0.141786
1,71.1744,367,2058,0,0,66953.645,0.00914576
0.597701,31.407,414,2217,3.42806,0.115385,64765.746,0.17574
1,73.9098,338,2788,0,0,86832.538,-0.140995
0.863636,62.5,332,1344,0,0,79471.172,-0.0296685
1,73.6377,365,558,0,0,98998.585,0.00521711
1,55.4017,391,664,0,0,67196.087,0.0876481
1,77.1605,365,764,0,0,71024.62,-0.0908832
0.855072,33.4672,382,2768,5.96098,0.275132,105444.606,0.212204
1,81.7661,373,680,29.1176,0.344828,92440.59,-0.204193
1,75.188,447,875,0,0,84596.538,-0.0966302
1,92.7644,364,3216,0,0,68129.152,-0.100638
1,52.5486,442,1316,0,0.0222222,127291.138,0.0421458
1,66.6667,503,2322,30.1034,0.188571,132583.255,-0.2176
1,81.103,315,1456,0,0.178571,164033.415,0.0104833
1,57.1102,514,1059,0,0,75307.682,0.0803836
1,66.8003,470,1594,0,0,77754.45,-0.00721508
0.696581,26.6099,422,3196,6.3204,0.415842,84993.332,0.21085
1,78.4314,326,949,0,0,84452.582,0.046899
1,69.3481,354,1478,0,0,76285.23,-0.0728016
1,82.3723,512,1418,0,0.116022,119178.24,-0.0453007
1,55.0661,385,1290,0,0.0962963,97506.255,0.215901
1,109.051,235,586,0,0,205640.745,-0.176685
1,58.9623,416,1580,0,0.108844,94617.12,0.0750987
1,59.988,368,1000,0,0,75176.512,0.107522
1,35.2734,518,3515,3.86913,0.110577,134740.088,-0.0304859
1,86.2813,294,1017,5.30973,0.145299,88238.808,-0.00564289
0.970149,31.6656,477,2852,7.18794,0.144385,106194.033,0.0373281
1,53.2765,378,1106,0,0,72610.398,0.133656
1,103.842,340,1257,0,0,90299.24,-0.152016
1,77.9423,342,852,23.4742,0.217822,88358.436,-0.188398
1,65.4022,312,1659,8.80048,0.267606,85848.36,0.144964
0.886179,50.813,333,2715,8.58195,0.109589,105635.592,0.102639
1,38.625,506,2309,0,0.0561798,114320.074,0.156338
1,90.5797,402,1385,4.40433,0.194737,90676.326,-0.167252
0.938776,52.687,444,1786,0,0,83626.512,0.18007
1,79.8085,416,1350,0,0,75928.736,0.00797921
0.98895,45.0653,445,2193,0,0,73751.63,0.171256
1,69.8324,402,740,0,0,73023.3,-0.0476333
0.929577,48.7329,325,1432,0,0,56349.8,0.137211
1,96.8054,353,1530,0,0,72783.305,-0.145845
1,51.9481,418,1123,4.09617,0.190476,73320.544,-0.146168
1,76.864,377,1274,0,0,80152.085,0.0930907
1,64.8929,405,1561,0,0,51733.89,-0.0112253
0.910256,87.7963,209,1614,3.65551,0.118056,115364.656,0.00154269
0.91,49.1884,444,2657,2.484,0.11399,85343.904,0.0794623
1,65.0618,552,2297,0,0,122314.92,-0.112339
0.791411,51.3347,492,1720,4.76744,0.117241,168999.54,0.119029
1,80.2568,446,1400,0,0,164379.098,-0.120573
1,38.432,819,2057,0,0,211324.932,-0.117388
1,54.2299,499,1828,0,0.0134228,128854.774,0.0126051
0.988235,52.8821,494,1878,0,0,171826.044,-0.0468959
0.867021,43.3088,454,2064,0,0.0555556,86705.828,0.125416
1,46.5116,552,793,0,0,124804.992,-0.118733
0.948052,49.8753,450,1635,3.5474,0.210526,143829,0.141569
1,46.8384,454,3704,0,0,99426.908,-0.0351484
1,53.4188,462,2532,1.65877,0.0798122,168845.292,-0.0509885
0.982456,53.7924,545,1932,0,0,169376.19,-0.0993554
1,69.979,455,576,0,0,97787.69,-0.140333
1,81.4332,425,1163,0,0,87461.6,-0.056339
1,56.0224,509,1801,0,0,146652.062,-0.0351895
1,83.5422,403,693,0,0,114069.553,-0.0376073
1,52.2466,583,3020,0,0,143494.956,-0.153436
1,48.216,511,888,0,0,167662.677,-0.102328
1,72.8863,463,1551,0,0.0264901,135861.331,-0.0976067
1,53.9374,463,1616,0,0,110747.748,-0.126186
1,64.5995,533,1679,2.50149,0.170455,189104.136,-0.206203
1,52.8541,603,1956,0,0,156978.99,-0.0565871
1,55.991,529,1251,23.5811,0.275862,178086.263,-0.214627
1,63.6132,491,2382,0,0.0189573,199816.869,-0.10472
1,68.918,451,1976,0,0,88405.02,-0.128171
1,60.1685,493,3179,0,0.0673759,174232.609,-0.15516
1,40.0962,653,3551,0,0.0808824,107308.796,-0.0422949
1,36.5497,619,2615,0,0,101231.879,0.0488853
1,62.5782,467,1626,0,0,170391.021,0.061473
0.920213,31.2695,513,2728,2.19941,0.289941,143369.649,0.0393792
0.891429,48.1464,496,2036,2.21022,0.134146,180264.256,0.0491733
1,61.7284,542,1763,4.14067,0.0885417,180115.814,-0.150023
1,42.9185,483,2173,3.95766,0.141243,108285.702,-0.185108
1,57.9374,475,2110,0,0,143467.1,-0.117244
1,56.9476,538,1665,0,0,149707.646,-0.0575118
0.93401,43.0478,473,2349,2.55428,0.171875,163504.275,0.0654626
1,50.6329,653,3322,0,0.125,169083.249,-0.107208
1,61.9963,459,1594,0,0,81542.727,-0.019082
1,73.9645,468,1329,0,0.0612245,116499.708,-0.108519
0.867089,63.9386,425,1400,0,0,87709.375,0.138801
0.453532,19.5084,447,4016,9.61155,0.374016,93627.279,0.291962
1,43.7063,439,1822,0,0,97558.092,0.136835
0.822485,53.4188,431,2037,2.30731,0.16875,90184.164,0.101261
0.596154,18.7512,371,2626,18.5072,0.251462,98424.074,0.130286
0.938679,42.4628,432,1798,4.1713,0.0957447,86848.416,0.297469
0.852399,14.4279,441,3741,16.2791,0.377551,163160.739,0.133286
0.930348,28.6369,542,2589,3.20587,0.469072,81293.496,0.344054
1,45.106,366,1922,0,0,85658.274,0.0932224
0.918552,63.4921,368,2307,4.94148,0.12,84237.04,0.0427509
0.639785,26.9906,329,2190,10.274,0.282353,73463.726,0.212
0.764331,32.0821,312,1933,12.9333,0.230769,91902.096,0.154725
0.496454,21.6591,388,3786,15.7422,0.459821,89943.832,0.12941
0.547059,14.247,429,1820,0,0.089172,88755.381,0.346482
0.0953846,8.44381,360,5717,31.9923,0.720833,111785.4,0.18638
0.710784,22.1779,385,3296,14.2294,0.271739,85270.185,0.252963
0.577519,16.6667,500,3474,14.4502,0.322275,199291,0.228951
0.858657,31.348,412,4040,8.14356,0.188285,472765.88,0.0638737
1,29.6472,568,2673,0,0.0157068,180428.608,0.0207387
0.633484,15.5642,827,7926,15.9727,0.450704,389508.73,0.22531
0.819672,18.6047,921,6349,12.1909,0.380228,249958.479,0.0255184
0.504886,9.96612,515,5191,21.9611,0.542857,180299.955,0.260486
0.716912,29.3513,500,4251,20.4187,0.365,171235,0.0907333
0.474048,11.5607,491,4927,31.0737,0.459716,187123.046,0.138786
0.987705,49.0436,656,2878,1.56359,0.0313901,184333.376,-0.117613
0,5.88235,454,4322,34.4748,0.5,198405.264,0.0952
0.0578512,7.35565,457,4574,29.1867,0.861111,165572.471,0.228461
0.527778,28.082,499,2148,11.1732,0.341176,68593.538,0.354331
0.250965,10.0695,429,4177,19.0328,0.529126,185623.581,0.458585
0.443966,18.8893,408,2680,18.2463,0.3,101079.96,0.148026
1,112.233,371,952,5.04202,0.114035,73535.539,0.0433405
1,51.2821,467,667,0,0,94528.739,-0.074486
0.722222,28.4981,382,1696,26.7689,0.2,82792.388,-0.0922245
0.596364,19.9243,917,5437,19.5696,0.383966,197633.674,0.0162437
0.559633,29.994,393,2017,12.0476,0.232558,98094.372,0.171163
0.251121,16.1943,332,2380,7.81513,0.296089,87237.648,0.266404
0.186364,10.2386,390,3585,8.17294,0.316279,107289.78,0.40735
0.177156,7.85423,453,5146,15.3323,0.255396,105907.323,0.229587
0.134146,12.161,471,5265,16.3153,0.374016,89359.533,0.258275
0,6.88848,417,3625,24.0276,0.646409,117465.147,0.345993
0.0456274,6.20578,519,3995,19.6996,0.722826,137654.37,0.303655
0.042471,6.74218,420,3408,30.5458,0.563158,159823.86,0.263908
0.121622,12.1007,331,2628,24.3912,0.471338,106969.932,0.305013
0.152709,11.6754,353,2443,8.96439,0.362162,89117.674,0.345907
0.0331126,10.003,485,4471,20.3087,0.887179,170389.715,0.323262
0.489865,17.854,509,4388,25.6837,0.480769,194531.656,-0.000560621
0.723022,31.4367,462,3437,13.0637,0.262009,115044.468,-0.0120519
0.43956,15.3752,388,2374,0,0.00609756,198393.712,0.109618
0.113208,9.05387,510,4685,10.3522,0.451362,149379.51,0.435307
0.0329218,4.44069,402,3177,15.5807,0.584158,138014.238,0.405692
0.842424,33.9789,330,2019,6.19118,0.207317,93648.39,0.351828
1,43.5161,394,2022,12.0673,0.109677,103891.102,0.230519
1,74.239,522,1077,0,0.00746269,181212.3,-0.00276025
1,43.4783,385,1417,0,0.22,91821.73,0.271572
1,46.9043,568,1768,0,0.0782123,94829.872,-0.0419347
1,56.4972,345,1801,8.995,0.318182,85591.74,0.111376
0.222689,13.403,414,3168,18.2134,0.372093,165536.244,0.192512
1,68.9655,484,1726,0,0,162375.708,-0.0617451
0.481481,19.4628,395,3485,14.1176,0.316062,111163.27,0.326697
0.215278,14.622,353,3325,22.4361,0.333333,74197.07,0.366217
1,52.3013,347,1402,0,0,112456.801,0.0130038
1,54.5256,366,1967,0,0,88298.964,0.122384
1,81.4996,372,1042,0,0,91137.396,0.0496788
1,54.8246,400,1960,5.61224,0.13253,87552,0.188855
0.96988,56.0224,353,1890,0,0.0186335,80921.367,0.194631
0.530973,19.2604,391,2977,1.91468,0.418719,113235.164,0.408145
1,80.5802,329,791,0,0,93314.599,0.0852322
0.75419,36.8732,296,1820,2.8022,0.327044,80065.336,0.510066
0.53,20.816,295,2072,17.1815,0.373333,91576.85,0.27908
0.502165,28.5307,451,2742,21.0795,0.408046,200921.853,0.244376
0.909574,58.9275,376,1461,5.27036,0.0849673,119381.504,0.0950058
1,92.7644,377,937,0,0,92691.482,0.0855517
0.950192,27.7701,395,3616,5.0885,0.166667,99994.25,0.291108
1,47.1254,386,2396,2.50417,0.0744681,115503.166,0.210511
1,67.5676,395,1321,0,0,99226.765,-0.0546213
1,57.1102,388,1831,4.20535,0.0608108,114098.772,0.136421
0.958763,53.2481,398,2384,4.32047,0.117949,89710.792,0.117357
0.965318,31.2012,346,2331,0,0.0409357,119489.37,0.492785
0.989418,31.5159,301,2154,3.71402,0.044586,75100.102,0.242498
0.917073,50.1505,371,2382,0,0.0146341,86420.369,0.219664
0.851711,22.9253,552,4339,1.0832,0.0916335,56313.936,0.352676
0.711957,35.9066,426,1869,0,0.0449438,72788.49,0.381812
0.966887,55.7724,415,1152,0,0,87662.11,0.30285
0.867403,25.8331,372,2146,0,0,107486.052,0.501023
0.473171,22.3964,388,2717,0,0.0320856,68715.188,0.393782
0.823864,26.7953,425,2147,9.26875,0.190476,174838.2,0.012559
0.790123,45.106,388,2004,7.28543,0.1875,72480.34,0.260409
0.233184,11.8596,372,2983,21.3543,0.426036,97494.504,0.38843
0.615385,29.656,409,3241,19.2225,0.275362,97892.923,0.25442
0.987578,62.1891,438,1619,0,0,124533.474,0.050382
1,61.7665,447,1273,0,0,101587.008,0.0330821
1,50.2513,529,1660,0,0.0108696,167909.361,-0.00985714
1,22.6091,445,2314,3.24114,0.162791,153779.54,0.0386995
1,56.5931,570,2169,0,0,201412.35,-0.00204903
1,51.7866,466,1874,0,0,164237.04,0.0907764
1,43.0293,395,1660,0,0.0797101,109618.03,0.0673348
0.831818,34.1647,514,2868,11.6457,0.18617,169962.838,0.0466862
1,35.9971,565,3166,6.41188,0.180851,202947.435,0.0664587
1,59.312,449,1815,6.88705,0.10596,158254.54,0.0153887
0.915842,35.8551,562,2876,14.847,0.307692,127498.13,0.196706
1,53.9084,564,2501,3.39864,0.0891089,196729.404,0.0931779
1,40.6669,560,2625,2.4,0.105263,202195.28,0.0235218
0.934272,32.8407,502,2938,11.8108,0.331395,184045.75,0.159494
0.873239,31.1526,502,2899,1.41428,0.246231,144350.602,0.395958
0.970588,37.5657,498,2702,7.92006,0.338889,198237.366,0.0204597
1,50.4032,433,1738,0,0,109777.624,0.200997
0.95203,28.5307,1012,3937,10.7442,0.15678,403957.004,0.0554956
0.562264,25.7533,411,3750,9.01333,0.390863,155271.69,0.30518
0.980296,47.259,479,2326,4.25623,0.121827,230351.1,-0.0281086
1,67.9348,503,1973,0,0,176543.443,0.0665963
0.873786,22.6552,489,2990,6.92308,0.477273,198713.952,0.206896
0.853282,25.1509,599,4437,7.57268,0.209205,157585.519,0.290869
0.97541,69.6379,406,1160,0,0,113726.69,0.202792
0.990148,75.2445,409,1799,0,0,112975.207,0.161286
0.685185,18.8893,569,3537,12.5813,0.362637,167574.483,0.147894
1,79.5545,424,917,0,0,103137.152,0.115548
0.819149,47.9157,390,1942,13.3368,0.110345,121045.08,0.157052
0.983607,56.3063,630,1409,0,0,120888.81,0.0468688
0.576763,29.5683,369,3353,10.0209,0.342593,122113.17,0.487364
0.681275,13.6556,427,4165,4.994,0.220339,107650.116,0.375444
0.963351,52.8541,563,2307,0,0,121123.257,0.0613411
0.642157,29.6296,421,2733,10.3183,0.257143,124091.434,0.292223
0.666667,22.8571,387,2090,9.80861,0.405594,87388.857,0.324411
0.0132159,9.07029,365,3928,23.5234,0.567839,96513.3,0.346104
0.748634,28.7604,351,2196,12.6138,0.342105,89724.726,0.171739
0.153285,9.64599,373,2483,4.43012,0.035,65381.305,0.328987
